,SALE TYPE,PROPERTY TYPE,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,PRICE PER SQFT,HOA PER MONTH,STATUS,SOURCE,MLS,LATITUDE,LONGITUDE,SHAPE
618,MLS Listing,Single Family Residential,Portland,OR,97233.0,334900.0,4.0,2.5,"Gresham, Sandy, Troutdale, Corbett",2044.0,2613.0,2007.0,49.0,164.0,0.0,Active,RMLS,18517652,45.53550904595655,-122.45222735404344,"{'spatialReference': {'wkid': 4326}, 'x': -122.45222735404344, 'y': 45.53550904595655}"
776,MLS Listing,Single Family Residential,Portland,OR,97230.0,349950.0,3.0,2.5,Reeds Place,2133.0,3920.0,2006.0,13.0,164.0,0.0,Active,RMLS,18465613,45.53333211486369,-122.45028188513632,"{'spatialReference': {'wkid': 4326}, 'x': -122.45028188513632, 'y': 45.53333211486369}"
808,MLS Listing,Single Family Residential,Portland,OR,97233.0,358999.0,4.0,2.5,Portland Southeast,2076.0,5227.0,2003.0,35.0,173.0,0.0,Active,RMLS,18005102,45.5174941277176,-122.4986661722824,"{'spatialReference': {'wkid': 4326}, 'x': -122.4986661722824, 'y': 45.5174941277176}"
881,MLS Listing,Single Family Residential,Portland,OR,97236.0,369800.0,4.0,2.5,Portland Southeast,2040.0,5227.0,2014.0,57.0,181.0,0.0,Active,RMLS,18216924,45.46228010059121,-122.53661989940878,"{'spatialReference': {'wkid': 4326}, 'x': -122.53661989940878, 'y': 45.46228010059121}"
955,MLS Listing,Single Family Residential,Portland,OR,97236.0,379900.0,3.0,2.0,Portland Southeast,2068.0,6534.0,2000.0,8.0,184.0,34.0,Active,RMLS,18647164,45.48586152518308,-122.48378397481692,"{'spatialReference': {'wkid': 4326}, 'x': -122.48378397481692, 'y': 45.48586152518308}"
1006,MLS Listing,Single Family Residential,Portland,OR,97211.0,389900.0,4.0,2.5,Portland Northeast,2072.0,10018.0,2005.0,104.0,188.0,0.0,Active,RMLS,18229660,45.61157210686565,-122.64026629313436,"{'spatialReference': {'wkid': 4326}, 'x': -122.64026629313436, 'y': 45.61157210686565}"
1078,MLS Listing,Single Family Residential,Portland,OR,97219.0,399500.0,3.0,2.5,"Portland West, Raleigh Hills",2102.0,3484.0,2008.0,71.0,190.0,0.0,Active,RMLS,18586790,45.45598144835962,-122.72051955164038,"{'spatialReference': {'wkid': 4326}, 'x': -122.72051955164038, 'y': 45.45598144835962}"
1083,MLS Listing,Single Family Residential,Portland,OR,97230.0,399888.0,3.0,2.5,WILKES COMMUNITY,2404.0,6098.0,2003.0,48.0,166.0,24.0,Active,RMLS,18314898,45.53731157892579,-122.50290162107422,"{'spatialReference': {'wkid': 4326}, 'x': -122.50290162107422, 'y': 45.53731157892579}"
1137,MLS Listing,Single Family Residential,Portland,OR,97216.0,405500.0,5.0,3.0,Portland Southeast,2406.0,5662.0,2007.0,21.0,169.0,0.0,Active,RMLS,18085278,45.51262208249472,-122.54369341750528,"{'spatialReference': {'wkid': 4326}, 'x': -122.54369341750528, 'y': 45.51262208249472}"
1201,MLS Listing,Single Family Residential,Milwaukie,OR,97222.0,423900.0,4.0,3.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",2116.0,6969.0,2018.0,67.0,200.0,0.0,Active,RMLS,18406186,45.47572778261215,-122.57197421738783,"{'spatialReference': {'wkid': 4326}, 'x': -122.57197421738783, 'y': 45.47572778261215}"
1207,MLS Listing,Single Family Residential,Portland,OR,97236.0,424900.0,4.0,3.0,Portland Southeast,2024.0,5227.0,2006.0,61.0,210.0,0.0,Active,RMLS,18020972,45.496900894241335,-122.50845740575866,"{'spatialReference': {'wkid': 4326}, 'x': -122.50845740575866, 'y': 45.496900894241335}"
1208,MLS Listing,Single Family Residential,Milwaukie,OR,97267.0,424900.0,4.0,2.5,GREENBRIER,2761.0,5662.0,2005.0,69.0,154.0,38.0,Active,RMLS,18283940,45.42943969013152,-122.57824160986846,"{'spatialReference': {'wkid': 4326}, 'x': -122.57824160986846, 'y': 45.42943969013152}"
1221,MLS Listing,Single Family Residential,Portland,OR,97236.0,425000.0,4.0,2.5,Portland Southeast,2142.0,8712.0,2004.0,18.0,198.0,0.0,Active,RMLS,18166839,45.49264817063844,-122.47732062936156,"{'spatialReference': {'wkid': 4326}, 'x': -122.47732062936156, 'y': 45.49264817063844}"
1227,MLS Listing,Single Family Residential,Portland,OR,97233.0,425000.0,4.0,3.0,Portland Southeast,2667.0,8712.0,2000.0,2.0,159.0,0.0,Active,RMLS,18390189,45.527207462531045,-122.52638083746896,"{'spatialReference': {'wkid': 4326}, 'x': -122.52638083746896, 'y': 45.527207462531045}"
1259,MLS Listing,Single Family Residential,Tigard,OR,97224.0,428500.0,3.0,3.5,"Tigard, Tualatin, Sherwood, Wilsonville",2212.0,3920.0,2000.0,1.0,194.0,97.0,Active,RMLS,18281614,45.4162840212343,-122.8057238787657,"{'spatialReference': {'wkid': 4326}, 'x': -122.8057238787657, 'y': 45.4162840212343}"
1294,MLS Listing,Single Family Residential,Portland,OR,97236.0,433800.0,5.0,2.5,Portland Southeast,2323.0,5227.0,2008.0,45.0,187.0,0.0,Active,RMLS,18159838,45.49549974536817,-122.53391615463184,"{'spatialReference': {'wkid': 4326}, 'x': -122.53391615463184, 'y': 45.49549974536817}"
1327,MLS Listing,Single Family Residential,Portland,OR,97233.0,439900.0,4.0,3.0,Portland Southeast,2006.0,6098.0,2018.0,21.0,219.0,0.0,Active,RMLS,18697929,45.52905539371924,-122.50498730628078,"{'spatialReference': {'wkid': 4326}, 'x': -122.50498730628078, 'y': 45.52905539371924}"
1342,MLS Listing,Single Family Residential,Milwaukie,OR,97267.0,444950.0,3.0,2.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",2010.0,6969.0,2018.0,84.0,221.0,0.0,Active,RMLS,18184111,45.42717073863163,-122.57871226136837,"{'spatialReference': {'wkid': 4326}, 'x': -122.57871226136837, 'y': 45.42717073863163}"
1379,MLS Listing,Single Family Residential,Portland,OR,97236.0,449900.0,4.0,2.5,Portland Southeast,2440.0,5662.0,2006.0,58.0,184.0,0.0,Active,RMLS,18381383,45.45055217188738,-122.55311582811262,"{'spatialReference': {'wkid': 4326}, 'x': -122.55311582811262, 'y': 45.45055217188738}"
1391,MLS Listing,Single Family Residential,Milwaukie,OR,97267.0,449950.0,3.0,2.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",2022.0,9147.0,2018.0,84.0,223.0,0.0,Active,RMLS,18036264,45.43483528635319,-122.57065771364682,"{'spatialReference': {'wkid': 4326}, 'x': -122.57065771364682, 'y': 45.43483528635319}"
1414,MLS Listing,Single Family Residential,Portland,OR,97236.0,454900.0,4.0,3.0,Portland Southeast,3126.0,6098.0,2003.0,109.0,146.0,0.0,Active,RMLS,18352241,45.472434639452594,-122.50418476054742,"{'spatialReference': {'wkid': 4326}, 'x': -122.50418476054742, 'y': 45.472434639452594}"
1427,MLS Listing,Multi-Family (2-4 Unit),Portland,OR,97236.0,456789.0,6.0,6.0,POWELLHURST-GILBERT,2812.0,6969.0,2006.0,28.0,162.0,0.0,Active,RMLS,18415529,45.5238885737678,-122.5114205262322,"{'spatialReference': {'wkid': 4326}, 'x': -122.5114205262322, 'y': 45.5238885737678}"
1438,MLS Listing,Single Family Residential,Portland,OR,97220.0,459900.0,4.0,3.0,Portland Northeast,2350.0,4791.0,2008.0,77.0,196.0,0.0,Active,RMLS,18052500,45.54342944872154,-122.54362205127848,"{'spatialReference': {'wkid': 4326}, 'x': -122.54362205127848, 'y': 45.54342944872154}"
1447,MLS Listing,Single Family Residential,Portland,OR,97236.0,460000.0,4.0,2.5,Portland Southeast,2257.0,7405.0,2003.0,67.0,204.0,34.0,Active,RMLS,18615156,45.47712083002732,-122.49803456997266,"{'spatialReference': {'wkid': 4326}, 'x': -122.49803456997266, 'y': 45.47712083002732}"
1449,MLS Listing,Townhouse,Portland,OR,97218.0,460000.0,3.0,2.5,Cully,2275.0,2613.0,2018.0,89.0,202.0,0.0,Active,RMLS,18663618,45.559434797989866,-122.58588590201016,"{'spatialReference': {'wkid': 4326}, 'x': -122.58588590201016, 'y': 45.559434797989866}"
1458,MLS Listing,Townhouse,Portland,OR,97218.0,465000.0,3.0,2.5,Cully,2275.0,2613.0,2018.0,89.0,204.0,0.0,Active,RMLS,18524346,45.545195492999625,-122.6005393070004,"{'spatialReference': {'wkid': 4326}, 'x': -122.6005393070004, 'y': 45.545195492999625}"
1488,MLS Listing,Single Family Residential,Portland,OR,97230.0,469923.0,4.0,2.5,Portland Northeast,2399.0,6098.0,2018.0,35.0,196.0,0.0,Active,RMLS,18287995,45.56594422006159,-122.4721998799384,"{'spatialReference': {'wkid': 4326}, 'x': -122.4721998799384, 'y': 45.56594422006159}"
1494,MLS Listing,Single Family Residential,Milwaukie,OR,97267.0,474900.0,3.0,2.5,Concord Road Vineyards,2701.0,5227.0,2004.0,6.0,176.0,35.0,Active,RMLS,18496603,45.423402142954,-122.616156357046,"{'spatialReference': {'wkid': 4326}, 'x': -122.616156357046, 'y': 45.423402142954}"
1501,MLS Listing,Single Family Residential,Tigard,OR,97224.0,474900.0,3.0,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",2728.0,4356.0,2005.0,43.0,174.0,70.0,Active,RMLS,18306005,45.40548057500751,-122.80858352499249,"{'spatialReference': {'wkid': 4326}, 'x': -122.80858352499249, 'y': 45.40548057500751}"
1502,MLS Listing,Single Family Residential,Portland,OR,97223.0,474900.0,4.0,2.5,"Portland West, Raleigh Hills",2373.0,6969.0,2008.0,20.0,200.0,0.0,Active,RMLS,18017989,45.47813204712418,-122.74196785287585,"{'spatialReference': {'wkid': 4326}, 'x': -122.74196785287585, 'y': 45.47813204712418}"
1512,MLS Listing,Single Family Residential,Tigard,OR,97224.0,475000.0,4.0,3.0,"Tigard, Tualatin, Sherwood, Wilsonville",2409.0,4791.0,2002.0,143.0,197.0,0.0,Active,RMLS,18630734,45.41190683282974,-122.82864906717026,"{'spatialReference': {'wkid': 4326}, 'x': -122.82864906717026, 'y': 45.41190683282974}"
1520,MLS Listing,Townhouse,Portland,OR,97215.0,475000.0,4.0,2.5,MT TABOR/MONTAVILLA,2208.0,2613.0,2006.0,1.0,215.0,100.0,Active,RMLS,18362577,45.51990607754067,-122.57201502245933,"{'spatialReference': {'wkid': 4326}, 'x': -122.57201502245933, 'y': 45.51990607754067}"
1543,MLS Listing,Single Family Residential,Milwaukie,OR,97267.0,479000.0,4.0,2.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",2743.0,6534.0,2004.0,50.0,175.0,0.0,Active,RMLS,18185462,45.44069258631651,-122.56910341368352,"{'spatialReference': {'wkid': 4326}, 'x': -122.56910341368352, 'y': 45.44069258631651}"
1546,MLS Listing,Single Family Residential,Portland,OR,97206.0,479900.0,4.0,2.5,Portland Southeast,2029.0,3920.0,2018.0,121.0,237.0,0.0,Active,RMLS,18525026,45.47095651082903,-122.59129118917096,"{'spatialReference': {'wkid': 4326}, 'x': -122.59129118917096, 'y': 45.47095651082903}"
1547,MLS Listing,Single Family Residential,Happy Valley,OR,97086.0,479900.0,4.0,3.5,ALTAMONT,2784.0,3920.0,2004.0,135.0,172.0,15.0,Active,RMLS,18268485,45.50187706742376,-122.5192150325762,"{'spatialReference': {'wkid': 4326}, 'x': -122.5192150325762, 'y': 45.50187706742376}"
1549,MLS Listing,Single Family Residential,Portland,OR,97236.0,479900.0,3.0,2.5,Portland Southeast,2305.0,7840.0,2018.0,68.0,208.0,50.0,Active,RMLS,18077776,45.46599791800719,-122.4956020819928,"{'spatialReference': {'wkid': 4326}, 'x': -122.4956020819928, 'y': 45.46599791800719}"
1559,MLS Listing,Single Family Residential,Portland,OR,97230.0,483000.0,4.0,2.5,Halsey Highlands,2399.0,6969.0,2018.0,19.0,201.0,0.0,Active,RMLS,18404645,45.54547552254591,-122.4487611774541,"{'spatialReference': {'wkid': 4326}, 'x': -122.4487611774541, 'y': 45.54547552254591}"
1566,MLS Listing,Single Family Residential,Portland,OR,97266.0,484900.0,5.0,3.5,Portland Southeast,3344.0,3920.0,2007.0,27.0,145.0,200.0,Active,RMLS,18543295,45.47723789162333,-122.53761040837666,"{'spatialReference': {'wkid': 4326}, 'x': -122.53761040837666, 'y': 45.47723789162333}"
1580,MLS Listing,Single Family Residential,Portland,OR,97236.0,486900.0,3.0,2.5,Peach Tree Meadows,2356.0,7405.0,2018.0,5.0,207.0,50.0,Active,RMLS,18268007,45.48587576168468,-122.47572423831532,"{'spatialReference': {'wkid': 4326}, 'x': -122.47572423831532, 'y': 45.48587576168468}"
1581,MLS Listing,Single Family Residential,Tigard,OR,97224.0,487000.0,4.0,3.0,BULL MOUNTAIN/Meyers Farm,2580.0,4791.0,2001.0,121.0,189.0,0.0,Active,RMLS,18565385,45.43304218462872,-122.82315331537129,"{'spatialReference': {'wkid': 4326}, 'x': -122.82315331537129, 'y': 45.43304218462872}"
1583,MLS Listing,Single Family Residential,Portland,OR,97236.0,488750.0,3.0,2.5,Portland Southeast,2557.0,6534.0,2018.0,39.0,191.0,50.0,Active,RMLS,18327093,45.51219721667098,-122.44940278332902,"{'spatialReference': {'wkid': 4326}, 'x': -122.44940278332902, 'y': 45.51219721667098}"
1584,MLS Listing,Single Family Residential,Portland,OR,97236.0,488750.0,3.0,2.5,Peach Tree Meadows,2557.0,6534.0,2018.0,56.0,191.0,50.0,Active,RMLS,18300182,45.46289901197184,-122.49870098802816,"{'spatialReference': {'wkid': 4326}, 'x': -122.49870098802816, 'y': 45.46289901197184}"
1587,MLS Listing,Single Family Residential,Milwaukie,OR,97267.0,489000.0,3.0,2.5,CONCORD OAKS,2611.0,6969.0,2018.0,113.0,187.0,31.0,Active,RMLS,18130222,45.41843619077823,-122.61944880922177,"{'spatialReference': {'wkid': 4326}, 'x': -122.61944880922177, 'y': 45.41843619077823}"
1589,MLS Listing,Single Family Residential,Portland,OR,97225.0,489000.0,4.0,2.5,NW Washington Co or Sauvie Island,2714.0,4356.0,2002.0,19.0,180.0,0.0,Active,RMLS,18390288,45.54707798720888,-122.76263461279112,"{'spatialReference': {'wkid': 4326}, 'x': -122.76263461279112, 'y': 45.54707798720888}"
1597,MLS Listing,Single Family Residential,Portland,OR,97225.0,489900.0,4.0,2.5,Peterkort Village,2250.0,3049.0,2003.0,81.0,218.0,0.0,Active,RMLS,18244519,45.56562665576774,-122.73944794423228,"{'spatialReference': {'wkid': 4326}, 'x': -122.73944794423228, 'y': 45.56562665576774}"
1600,MLS Listing,Single Family Residential,Portland,OR,97213.0,489900.0,4.0,2.5,ROSE CITY PARK,2050.0,6969.0,2018.0,13.0,239.0,0.0,Active,RMLS,18533145,45.5259537482746,-122.5911485517254,"{'spatialReference': {'wkid': 4326}, 'x': -122.5911485517254, 'y': 45.5259537482746}"
1613,MLS Listing,Single Family Residential,Tigard,OR,97224.0,494000.0,3.0,2.5,ARBOR POINTE,2604.0,4791.0,2007.0,35.0,190.0,133.0,Active,RMLS,18317832,45.42779310258185,-122.83044729741816,"{'spatialReference': {'wkid': 4326}, 'x': -122.83044729741816, 'y': 45.42779310258185}"
1619,MLS Listing,Single Family Residential,Portland,OR,97230.0,495000.0,4.0,3.0,Halsey Highlands,2698.0,6969.0,2018.0,20.0,183.0,25.0,Active,RMLS,18625148,45.54046890123292,-122.45376779876707,"{'spatialReference': {'wkid': 4326}, 'x': -122.45376779876707, 'y': 45.54046890123292}"
1638,MLS Listing,Townhouse,Portland,OR,97239.0,498900.0,3.0,2.5,Corbett/John's Landing,2262.0,3920.0,2005.0,9.0,221.0,0.0,Active,RMLS,18046552,45.48578269667035,-122.68148230332964,"{'spatialReference': {'wkid': 4326}, 'x': -122.68148230332964, 'y': 45.48578269667035}"
1644,MLS Listing,Single Family Residential,Portland,OR,97236.0,499000.0,3.0,2.5,Portland Southeast,3350.0,8276.0,2000.0,62.0,149.0,10.0,Active,RMLS,18613304,45.4993263478522,-122.4871877521478,"{'spatialReference': {'wkid': 4326}, 'x': -122.4871877521478, 'y': 45.4993263478522}"
1650,MLS Listing,Single Family Residential,Portland,OR,97233.0,499000.0,4.0,2.5,Portland Southeast,2843.0,6969.0,2014.0,1.0,176.0,0.0,Active,RMLS,18035240,45.526420344760126,-122.50029325523988,"{'spatialReference': {'wkid': 4326}, 'x': -122.50029325523988, 'y': 45.526420344760126}"
1656,MLS Listing,Single Family Residential,Portland,OR,97210.0,499000.0,3.0,2.5,NW Washington Co or Sauvie Island,2011.0,2613.0,2010.0,41.0,248.0,105.0,Active,RMLS,18170798,45.54802001636065,-122.78808568363937,"{'spatialReference': {'wkid': 4326}, 'x': -122.78808568363937, 'y': 45.54802001636065}"
1667,MLS Listing,Single Family Residential,Portland,OR,97229.0,499500.0,3.0,2.5,McDaniel Village,2192.0,3920.0,2004.0,105.0,228.0,13.0,Active,RMLS,18479918,45.57674332513354,-122.75848607486644,"{'spatialReference': {'wkid': 4326}, 'x': -122.75848607486644, 'y': 45.57674332513354}"
1669,MLS Listing,Single Family Residential,Portland,OR,97266.0,499700.0,5.0,3.5,PLEASANT VALLEY,3662.0,21344.0,2004.0,48.0,136.0,0.0,Active,RMLS,18134679,45.46335337674141,-122.5493595232586,"{'spatialReference': {'wkid': 4326}, 'x': -122.5493595232586, 'y': 45.46335337674141}"
1676,MLS Listing,Single Family Residential,Tigard,OR,97224.0,499900.0,4.0,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",2543.0,5227.0,2006.0,31.0,197.0,0.0,Active,RMLS,18175979,45.40874296902899,-122.835668330971,"{'spatialReference': {'wkid': 4326}, 'x': -122.835668330971, 'y': 45.40874296902899}"
1677,MLS Listing,Single Family Residential,Tigard,OR,97224.0,499900.0,4.0,2.5,Arbor Pointe 2,2358.0,5227.0,2009.0,66.0,212.0,119.0,Active,RMLS,18489535,45.42000291170776,-122.83740528829225,"{'spatialReference': {'wkid': 4326}, 'x': -122.83740528829225, 'y': 45.42000291170776}"
1678,MLS Listing,Townhouse,Portland,OR,97211.0,499900.0,3.0,3.5,Portland Northeast,2228.0,1742.0,2015.0,45.0,224.0,0.0,Active,RMLS,18136667,45.570576918206726,-122.65627518179326,"{'spatialReference': {'wkid': 4326}, 'x': -122.65627518179326, 'y': 45.570576918206726}"
1679,MLS Listing,Townhouse,Portland,OR,97239.0,499900.0,3.0,2.5,JOHNS LANDING,2252.0,1742.0,2005.0,3.0,222.0,0.0,Active,RMLS,18330192,45.469230501459,-122.698160098541,"{'spatialReference': {'wkid': 4326}, 'x': -122.698160098541, 'y': 45.469230501459}"
1682,MLS Listing,Townhouse,Portland,OR,97239.0,499900.0,4.0,3.5,LAIR HILL/CORBETT,2334.0,2178.0,2006.0,10.0,214.0,0.0,Active,RMLS,18035177,45.50654918673475,-122.66119791326524,"{'spatialReference': {'wkid': 4326}, 'x': -122.66119791326524, 'y': 45.50654918673475}"
1684,MLS Listing,Single Family Residential,Portland,OR,97225.0,499900.0,4.0,3.0,Peterkort Village,2452.0,3484.0,2003.0,42.0,204.0,0.0,Active,RMLS,18117942,45.5305999529184,-122.7787590470816,"{'spatialReference': {'wkid': 4326}, 'x': -122.7787590470816, 'y': 45.5305999529184}"
1705,MLS Listing,Single Family Residential,Milwaukie,OR,97222.0,499950.0,4.0,2.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",2429.0,7840.0,2018.0,139.0,206.0,0.0,Active,RMLS,18467170,45.42827059216174,-122.63495940783828,"{'spatialReference': {'wkid': 4326}, 'x': -122.63495940783828, 'y': 45.42827059216174}"
1708,MLS Listing,Single Family Residential,Milwaukie,OR,97267.0,499950.0,4.0,2.5,Castle Park,2550.0,8276.0,2013.0,101.0,196.0,0.0,Active,RMLS,18021854,45.39129790547413,-122.60167299452588,"{'spatialReference': {'wkid': 4326}, 'x': -122.60167299452588, 'y': 45.39129790547413}"
1727,MLS Listing,Single Family Residential,Portland,OR,97229.0,509900.0,4.0,2.5,THE COMMONS AT ABBEY CREEK,2163.0,3049.0,2015.0,6.0,236.0,34.0,Active,RMLS,18453150,45.57460370497224,-122.84805509502776,"{'spatialReference': {'wkid': 4326}, 'x': -122.84805509502776, 'y': 45.57460370497224}"
1735,MLS Listing,Single Family Residential,Portland,OR,97219.0,514900.0,4.0,3.5,"Portland West, Raleigh Hills",2065.0,1742.0,2018.0,300.0,249.0,0.0,Active,RMLS,17228335,45.4526937707721,-122.72252922922792,"{'spatialReference': {'wkid': 4326}, 'x': -122.72252922922792, 'y': 45.4526937707721}"
1738,MLS Listing,Single Family Residential,Tigard,OR,97224.0,514900.0,5.0,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",2712.0,4791.0,2008.0,35.0,190.0,33.0,Active,RMLS,18385412,45.45291139624453,-122.80650020375548,"{'spatialReference': {'wkid': 4326}, 'x': -122.80650020375548, 'y': 45.45291139624453}"
